Crop,Soil_Type,Temperature,Humidity,Soil_Moisture,Rainfall,Growth_Stage,Irrigation_Need
Rice,Clay,43.19773118657126,47.03472718619416,38.49113296119746,168.65189612954853,Fruiting,High
Wheat,Sandy,25.29080137770073,52.281643106597514,87.10141199538471,5.45753013011312,Seedling,Medium
Cotton,Loamy,44.64372227863906,50.713886020903544,84.8917589278824,46.03625577425154,Vegetative,Medium
Cotton,Sandy,29.556913672960686,48.10482669018199,77.8422322125825,180.9836840688534,Vegetative,Low
Groundnut,Sandy,20.374917548704527,89.41469912351712,83.62402164581985,127.97928721665039,Vegetative,Low
Sugarcane,Silty,41.73420275380528,82.1697418394759,45.93117507675128,45.36941910021128,Maturity,Medium
Wheat,Clay,28.810661194044805,28.174999239723206,52.91443174315937,43.82899364651607,Flowering,Medium
Maize,Clay,36.290140305135736,28.109251435782202,69.36740740465956,172.5236203518861,Seedling,Medium
Rice,Silty,44.51134749627455,52.09021361397434,65.69167399508329,178.7515016554093,Fruiting,Medium
Tomato,Sandy,16.50526050959922,27.399303254960678,81.25428764843767,51.226218192423055,Vegetative,Low
Rice,Loamy,17.900836793627015,66.43198214533398,67.30648218053562,84.10207161530646,Maturity,Low
Potato,Sandy,36.613702243882685,30.776870544630043,89.83077665827685,166.91914772566344,Vegetative,Medium
Rice,Sandy,23.45475009886416,59.17799479751008,37.88046398652728,154.2014877219771,Fruiting,Medium
Maize,Loamy,20.529041908502972,20.541496025278832,76.63981937915344,162.7832213132169,Seedling,Low
Rice,Silty,16.180856394591885,43.74472613094851,65.81078582661314,103.67963815759376,Vegetative,Low
Wheat,Clay,15.655401359586055,70.78930427544915,65.31091561720149,182.30980966103462,Maturity,Low
Wheat,Silty,38.23456809359372,56.30292051708863,36.06684758759991,65.19030879088706,Maturity,Medium
Cotton,Silty,19.033002821086498,93.37021144992411,72.84814339384181,31.334426869503606,Flowering,Low
Groundnut,Sandy,29.031618479134526,85.55778470496581,82.03008178780793,141.74646651297294,Maturity,Low
Sugarcane,Clay,33.17690445538449,46.930308428236344,27.483876921645034,107.87088320137927,Flowering,High
Tomato,Clay,27.850554017065388,23.411490610420596,60.03974696933633,170.9171537618962,Seedling,Low
Potato,Silty,15.813199570086994,83.42197250862641,41.37078632822202,16.23184982494299,Fruiting,High
Rice,Loamy,38.50504507763726,88.34257327360035,89.16384954359016,168.73848068761336,Flowering,Medium
Rice,Silty,15.315396736249605,81.54705450642776,48.306625266534525,58.65893064176444,Vegetative,Low
Maize,Loamy,37.85669683132452,29.596245568982365,28.265613903755415,130.9711334336366,Vegetative,High
Groundnut,Clay,41.79913481364368,94.84363508092159,40.548610017746604,8.025757815651158,Fruiting,High
Wheat,Silty,27.985197631715167,39.39381661645804,62.3070711853301,121.91625926072014,Maturity,Low
Tomato,Sandy,31.066274192933946,74.31536846062775,16.087149707966102,143.4543378374672,Vegetative,Medium
Cotton,Silty,29.309501778529615,88.10261572517912,58.28815361769901,73.75004290112406,Flowering,Low
Wheat,Clay,26.676258558703164,37.67653357480321,84.49798073431184,43.08214105242805,Fruiting,Medium
Potato,Sandy,41.62273606111081,88.11939160077995,78.02902301262803,107.526135320709,Vegetative,Low
Groundnut,Sandy,41.818005320099715,43.21111843961502,15.41388293263867,166.63816088712932,Maturity,High
Potato,Loamy,25.074490939246036,93.23099167880422,89.47119029912545,64.70947165933016,Maturity,Low
Sugarcane,Sandy,33.452092620440936,41.094501528535595,65.89815389631033,50.49385950425591,Vegetative,Low
Cotton,Sandy,42.80722686437592,91.50768685683764,22.982465945121895,55.787061727537534,Fruiting,High
Sugarcane,Silty,43.86175496824055,24.015848816950616,10.99328713355388,189.8264305833329,Seedling,High
Maize,Clay,30.268771212661427,73.19540087523598,23.702610903372108,71.85538315291194,Vegetative,Medium
Potato,Loamy,28.5847441585298,59.90833503777528,77.05407365485908,0.720847977657435,Maturity,Low
Maize,Silty,23.360829477855773,55.840780784204796,11.7311459956131,156.33624159192394,Seedling,Medium
Rice,Sandy,43.7661561957123,36.762073569188004,28.651784289446923,139.85495906707803,Fruiting,High
Sugarcane,Sandy,19.28442913418602,72.9196842332369,70.58444762679002,25.713652920593777,Maturity,Low
Groundnut,Loamy,32.39488728143175,34.310711858473034,56.88884287185081,196.9808498269825,Fruiting,Medium
Potato,Clay,23.476508025559166,61.463134698857615,72.61885682881535,121.61245706102224,Vegetative,Low
Tomato,Loamy,23.3702487104339,38.99340222801881,69.69204030614304,100.15589818812029,Fruiting,Medium
Cotton,Silty,27.149057621285653,91.6716034836017,14.048110969744378,76.4438535245782,Maturity,Medium
Wheat,Loamy,44.96378807446963,22.14733953767396,81.40091352753213,179.7345511127276,Vegetative,Medium
Groundnut,Sandy,16.648989205194663,34.97962100834274,28.162546742581497,48.79269628371266,Maturity,High
Groundnut,Silty,32.356254546105944,38.17329547905858,54.2713952183811,57.153780043980376,Maturity,Medium
Maize,Sandy,17.477164741058317,51.055086932586235,61.543052522222304,24.48216133731338,Seedling,Low
Sugarcane,Clay,19.63562489971557,37.45476814025402,23.49025687080763,151.823819116852,Flowering,High
Potato,Sandy,28.18688825318696,56.851181770158895,88.09850053607795,119.10985608117066,Fruiting,Low
Potato,Sandy,30.31380394039324,85.43491424439043,49.052476486984716,121.81323385089966,Fruiting,Low
Rice,Loamy,22.76377225093572,73.40475660568781,14.611415647791475,43.694086203892724,Seedling,Medium
Rice,Sandy,24.493713926232488,63.49714854013333,84.98096358222723,130.23367782541678,Fruiting,Low
Cotton,Silty,17.60901060767799,26.675238348700972,56.901427455461445,153.09168944937278,Seedling,Low
Maize,Silty,24.096593515327516,72.04940812919567,65.93545583851011,71.57770614513785,Fruiting,Low
Groundnut,Clay,43.996753181416324,32.48107132332049,52.01406319473793,160.26942879234244,Fruiting,High
Potato,Silty,43.34122145017445,78.97755394712735,76.7790363821574,69.75811770640419,Maturity,Low
Tomato,Loamy,25.046348704109548,38.75425688826149,12.650676975456872,151.62769230185754,Seedling,High
Maize,Clay,32.12561808836285,51.27865462406757,31.470269222171822,6.746021491543797,Fruiting,High
Cotton,Silty,42.28786173332833,46.28526517384459,47.571868512215374,110.23292029473053,Flowering,Medium
Cotton,Loamy,15.1855146792269,84.41104360061426,16.128289305096803,193.9053121279773,Seedling,Medium
Maize,Silty,39.32050711012776,29.49083440350561,66.47253354613267,196.24892013647815,Seedling,Medium
Cotton,Silty,43.451086583667575,62.42336617885915,41.49307312445126,56.35051566834812,Seedling,Medium
Maize,Sandy,17.739772030006712,30.65462070822967,31.813439221451524,88.27981821607109,Maturity,Medium
Wheat,Silty,19.84343058098763,72.859687709914,10.270307744672982,12.59558159732661,Seedling,High
Maize,Silty,43.82238908314066,87.88085958458609,67.5864249399963,174.66826152091994,Maturity,Low
Sugarcane,Loamy,31.12620430921039,52.595574040044006,76.70474470982894,113.71443062804283,Flowering,Medium
Maize,Loamy,15.425899034151712,56.60691951987319,41.60324285451988,77.0201357881034,Vegetative,Low
Cotton,Sandy,22.728959962905876,89.55671273620717,55.13743816266924,22.554111697830614,Maturity,Low
Potato,Silty,28.49831022806579,59.07435414870179,28.214930074367874,189.35345709937783,Fruiting,Medium
Sugarcane,Sandy,35.787267330743035,56.56988285371707,59.77581170241065,106.04380956419874,Seedling,Low
Cotton,Silty,36.99481134410399,63.37468270282281,10.970996665216042,56.585585816580775,Vegetative,High
Rice,Clay,44.862645387763685,71.69223022722139,49.09151176790068,70.0430260263019,Maturity,Low
Rice,Clay,23.62533598151277,28.016253131527353,61.53643854725538,54.139436184429535,Fruiting,Medium
Potato,Sandy,31.146603056054257,81.5832895806137,83.45534185837872,120.36196177139612,Vegetative,Low
Potato,Sandy,30.99970643578815,52.66287705899445,40.506865369782744,185.99271515610198,Flowering,High
Sugarcane,Sandy,27.169357783417126,25.426138242311417,71.21521623848238,171.3387606653129,Maturity,Low
Wheat,Loamy,20.074856815272604,78.96370018986599,57.81496239548006,92.0761750851955,Maturity,Low
Potato,Loamy,44.323696895515276,48.27124787647041,84.16096903400644,165.29987246020156,Flowering,Medium
Rice,Loamy,40.59951559999758,27.527562132129045,41.87021405275445,84.62109625526597,Maturity,High
Maize,Sandy,29.949990848827117,67.53342796574378,35.52762718983904,50.4614281517276,Seedling,Low
Cotton,Silty,33.097362680520895,86.00985150752312,80.9713598955315,196.68302305328558,Maturity,Low
Rice,Clay,21.81783160678987,86.58151320604898,13.93955211266313,60.77751359416437,Seedling,Medium
Rice,Sandy,31.313612111752406,91.82476061067298,20.910831434694146,64.74484619738168,Maturity,Medium
Wheat,Loamy,35.84910399364428,85.0779094825016,16.592354766723556,197.93857355730444,Fruiting,High
Sugarcane,Loamy,30.455010851597663,20.16056895091064,77.4487965261122,26.785498633130977,Fruiting,High
Sugarcane,Sandy,44.70855511754824,48.51808748100427,10.848593869625551,152.106797601939,Vegetative,High
Groundnut,Sandy,33.340249687431786,81.39069349291273,78.93257243976385,187.1625516965453,Fruiting,Low
Wheat,Loamy,26.12921137776507,47.46897544988556,46.101423629701344,102.35899885508373,Flowering,Low
Maize,Silty,38.164560828475146,65.11613797847795,10.32202230831766,0.5043523405640071,Vegetative,High
Sugarcane,Loamy,20.113875347449262,65.4737710530899,42.131614176963346,75.01178882262126,Fruiting,Medium
Cotton,Loamy,26.535474411187998,47.37689780291173,24.94406728360285,22.313798476965417,Seedling,High
Potato,Sandy,25.408768511327576,87.83554454609657,59.952038997773045,83.23753218673914,Maturity,Low
Wheat,Silty,27.95421285323332,57.74212590395882,64.34870319373172,158.00535232845695,Fruiting,Low
Potato,Loamy,38.45339477786179,54.85881544531256,49.002205632399985,87.7423097767601,Seedling,Medium
Rice,Loamy,29.525190964902222,94.8135309246422,13.241562035173597,86.38502426918451,Vegetative,Medium
Cotton,Clay,38.82043350797888,57.01252730544625,62.49030434937615,111.35789538376932,Maturity,Low
Cotton,Sandy,32.29466709419597,33.37986889464358,77.3631026884417,116.33811694953604,Fruiting,Medium
Rice,Clay,25.26208303972666,58.480206714757855,67.62594218611213,171.25926175979427,Vegetative,Low
Wheat,Clay,39.29936231050417,81.05125516399475,76.39663351642548,61.6710878457903,Fruiting,Medium
Rice,Loamy,22.148690116592746,78.26452451737111,26.040761884070996,164.3342528736032,Vegetative,Medium
Potato,Sandy,21.731489393993865,79.14363238313533,81.11103517251861,113.18674973840945,Fruiting,Low
Groundnut,Silty,30.13508772164507,73.10178379984339,35.775476051837025,60.105909943429396,Seedling,Medium
Cotton,Loamy,22.82547737886267,39.06633718000162,11.072385140159282,59.02520880121542,Flowering,High
Tomato,Silty,15.27261104853649,84.65630643801735,77.47133170632566,72.2275034211449,Seedling,Low
Tomato,Silty,34.44892581896404,87.00825990321988,85.34570151717814,124.53864852399509,Maturity,Low
Potato,Sandy,30.33281464417194,34.56145224639118,62.4446557933879,46.16234627198983,Fruiting,High
Maize,Clay,28.365534434794835,29.784172741354546,28.51493043707397,184.06671233445348,Flowering,High
Sugarcane,Sandy,44.00905543854946,93.1703726441834,30.13955714260243,114.98251683558007,Flowering,High
Rice,Silty,32.135975518887406,85.12429727377759,47.32742987484956,184.00315539920135,Maturity,Low
Rice,Loamy,40.90294733368154,86.992711040746,81.82648636811356,9.28087171583094,Maturity,Medium
Maize,Silty,19.183507086154805,86.47822884682964,21.967812491804672,68.52227409229468,Flowering,Medium
Maize,Loamy,32.07619389388283,60.62651180252963,76.07789356667895,4.561532137524615,Maturity,Medium
Potato,Loamy,41.03938880192709,68.48013024993497,33.30422469641203,54.450363019593965,Maturity,Medium
Potato,Sandy,32.49317271839694,60.90221391002312,74.68689355432784,172.40129445371764,Fruiting,Low
Maize,Silty,36.54042534381004,23.840476189274682,83.62169580812309,7.32194316844017,Seedling,High
Cotton,Clay,26.16130703436622,75.91273140145795,44.19950975954562,87.22941998314897,Vegetative,Low
Potato,Silty,17.773485511112,57.89990250019102,39.204052328442465,23.513414094645558,Flowering,Medium
Groundnut,Silty,28.737008853812142,68.57818060926724,74.17770551770414,83.36813185207355,Vegetative,Low
Potato,Clay,26.834381725165727,57.697985373165146,52.358630590351524,167.77031685287545,Flowering,Low
Rice,Sandy,41.01180547136842,56.885849174184195,64.75592387705576,124.61420668050383,Flowering,Medium
Potato,Silty,22.319859070574168,32.88418321083251,59.82633895689436,147.35126906628463,Seedling,Low
Cotton,Silty,44.00202682605324,40.90352863558617,22.231107651583706,69.82082308991619,Flowering,High
Maize,Loamy,43.74414359413488,31.913951895796686,77.58322882316493,188.8795390020283,Flowering,High
Rice,Silty,22.42894929214316,34.674972171900684,25.662008913050897,141.85241875590003,Seedling,High
Potato,Clay,25.441558664319615,92.97330353152287,84.58257152566246,84.35976385690618,Maturity,Low
Cotton,Loamy,41.86667222621655,31.48350843291488,30.045703313771828,85.29296004541098,Vegetative,High
Groundnut,Sandy,43.99866662688322,40.19528182289058,68.71047786189935,183.73683558865952,Flowering,Medium
Potato,Loamy,28.30317308508132,64.29422433039387,32.772431479487366,115.28093868707836,Seedling,Low
Cotton,Clay,24.629911369226935,65.76339321774813,35.42283268694911,141.27584198060833,Flowering,Medium
Groundnut,Clay,30.78282039754626,31.54805973078718,34.800148222584426,83.40704490263415,Seedling,High
Maize,Loamy,35.63307619097205,79.52880693389093,69.83138032208666,44.738552952942825,Vegetative,Medium
Potato,Sandy,23.204235461249393,78.89021509346188,54.54520943755145,144.71185839888372,Fruiting,Low
Groundnut,Loamy,37.09419523857218,37.79882781529183,80.63619646779978,121.56475442827757,Maturity,Medium
Rice,Sandy,16.549720713439232,41.64997270065953,34.58981753632359,100.26857608495587,Fruiting,Medium
Maize,Loamy,16.478834782932495,90.34908990946228,65.35940176453954,124.80418799889277,Seedling,Low
Rice,Clay,26.588631154366357,81.92535844846086,70.23588797304885,41.65711721284673,Flowering,Low
Tomato,Silty,25.604195761821618,72.33477747968928,22.118569042396654,158.78774130639127,Maturity,Medium
Wheat,Silty,24.46899646101457,26.16749161329504,42.04714858558489,189.63256100406116,Vegetative,Medium
Potato,Sandy,29.7305928800673,51.369806067693176,48.62539954803289,178.22062883354056,Maturity,Low
Groundnut,Sandy,24.62200746934714,61.94764040576203,38.454991191549944,64.28714906140343,Flowering,Medium
Wheat,Sandy,20.767737554042757,34.05584659878327,35.76900767753105,81.20115465641517,Fruiting,High
Wheat,Clay,24.284086472658025,53.61699365811684,64.91359151981135,161.68045995951223,Seedling,Low
Groundnut,Loamy,44.247128184307044,65.07694081165175,27.269311812759085,119.02342616492076,Fruiting,High
Maize,Clay,27.333402509845456,44.55325100865494,66.75125962009031,109.58288873532985,Maturity,Low
Potato,Silty,28.34138330575007,78.57086142128654,84.80353571125845,185.32839350668903,Flowering,Low
Tomato,Sandy,32.2963496985342,83.03371862291041,55.21580169422009,107.20499219541016,Seedling,Low
Rice,Loamy,44.5002230524268,44.27071020755531,58.91473893915793,102.98773591746198,Flowering,Medium
Cotton,Silty,22.24803829307289,82.8992865869343,15.514616169927127,8.40371825327193,Flowering,High
Rice,Silty,35.43846331597301,27.768242457726124,79.15815228942625,13.883391718027527,Maturity,High
Cotton,Silty,36.47954080625172,82.82968239669923,32.835822975989245,1.4840615761300358,Fruiting,High
Rice,Clay,33.219732503791974,31.456282375071247,59.20409324228519,182.64884515672674,Flowering,Medium
Groundnut,Sandy,17.657350189099322,26.219536438229454,88.32897357958419,81.67733200354013,Flowering,Medium
Tomato,Silty,35.30616827482729,68.13315533307585,57.64020804582462,93.71227522668251,Flowering,Medium
Potato,Sandy,16.922841331085266,55.395302431647075,67.9767589971502,169.0773895184924,Seedling,Low
Cotton,Clay,32.88427948649691,88.09179503096246,45.62556945790015,121.84926207515558,Flowering,Low
Potato,Silty,37.187435316652284,47.23918970681369,14.829267481204589,121.90031927811621,Flowering,High
Potato,Clay,21.329096718598514,41.53641975782215,73.80794795918308,59.30688587096249,Maturity,Low
Potato,Clay,40.24866022628322,57.555117960814876,12.799907301118854,166.78167478490386,Flowering,High
Sugarcane,Sandy,15.910614165990127,54.1959639326496,66.05262631102832,33.16599520789876,Flowering,Medium
Maize,Silty,40.314385909749184,45.83210346628912,11.833725851970955,10.62991843458958,Maturity,High
Rice,Clay,28.80987151928295,72.03059740237464,78.98441892613364,38.320671503706464,Seedling,Low
Potato,Silty,21.527638197949337,76.96713754354312,22.61088286663845,53.54744375491294,Fruiting,Medium
Rice,Sandy,19.01334434981904,83.97379767726025,51.14171963540409,56.46221157084135,Maturity,Low
Potato,Clay,43.599215027471175,92.96424535327571,57.77205635865179,134.10271972375352,Seedling,Low
Cotton,Sandy,17.1799676274347,39.999214409937835,46.603632589872966,43.564917465728705,Fruiting,Medium
