N,P,K,temperature,humidity,ph,rainfall,label
29,12,45,26.42,55.86,5.68,73.62,pomegranate
30,137,168,19.8,86.11,6.04,239.01,apple
39,6,51,31.67,91.56,5.84,199.02,coconut
21,37,30,24.99,30.6,6.38,43.29,lentil
62,61,73,34.76,72.33,7.15,109.98,papaya
36,58,17,28.86,22.49,6.42,41.47,mothbeans
30,56,20,28.67,45.64,7.95,97.73,blackgram
29,29,54,27.41,86.12,5.85,234.08,coconut
25,50,21,22.89,31.6,6.95,83.77,chickpea
90,25,34,22.93,86.68,5.69,168.01,coffee
44,45,64,26.48,61.05,6.81,138.78,papaya
44,58,26,21.2,25.22,6.05,78.49,kidneybeans
35,65,34,24.72,42.72,6.82,66.28,pigeonpeas
17,19,32,23.57,73.61,5.14,92.39,orange
31,69,17,20.56,25.63,5.79,67.04,kidneybeans
21,156,135,20.39,73.38,6.35,170.58,apple
47,17,36,34.6,61.56,6.08,92.03,mango
85,48,51,32.98,65.72,6.86,72.65,muskmelon
105,26,17,22.89,84.4,5.2,129.05,coffee
59,16,39,27.67,57.96,6.64,123.56,mango
113,52,43,24.68,51.54,6.26,60.23,watermelon
75,37,54,24.47,83.48,6.81,166.68,rice
117,24,33,22.42,79.66,5.68,161.93,coffee
23,21,50,24.24,72.68,5.53,145.71,mango
40,56,35,28.58,42.79,5.61,96.38,pigeonpeas
17,64,25,23.76,41.26,5.82,92.87,kidneybeans
44,38,19,34.61,51.5,6.03,62.88,blackgram
42,51,27,26.07,55.98,7.74,91.41,blackgram
81,70,64,31.71,89.73,6.2,160.7,banana
20,47,28,29.35,42.39,7.08,37.26,lentil
19,45,26,20.07,32.15,6.37,62.19,kidneybeans
90,58,53,33.99,90.11,5.63,203.89,banana
28,136,113,17.47,79.4,6.29,61.37,grapes
28,49,24,29.94,48.68,6.12,133.1,pigeonpeas
15,57,17,25.88,52.21,6.34,78.57,lentil
13,27,31,29.91,51.48,5.9,92.12,pomegranate
110,54,27,32.17,54.28,7.11,138.22,cotton
44,63,42,18.65,17.8,6.54,52.28,chickpea
76,44,21,24.51,67.4,5.66,73.21,maize
34,159,128,20.99,88.11,5.75,207.65,apple
24,62,23,28.72,60.39,6.68,97.6,blackgram
11,102,159,18.18,83.89,6.15,167.95,apple
52,17,60,25.43,71.84,6.29,129.22,mango
81,68,57,32.47,72.6,7.42,233.53,banana
19,142,166,22.31,89.68,5.91,231.25,apple
107,52,40,25.78,68.83,6.73,53.98,cotton
86,39,59,27.63,93.3,5.74,152.32,rice
34,65,21,31.81,58.64,7.21,54.43,blackgram
90,63,56,29.88,67.35,7.03,35.34,muskmelon
86,62,54,32.61,72.39,6.71,81.18,watermelon
67,36,49,29.99,75.13,6.89,261.17,jute
94,50,54,27.68,53.22,5.79,42.01,watermelon
114,34,21,25.68,60.38,5.43,128.47,coffee
35,63,39,18.4,27.56,6.8,55.85,chickpea
82,29,17,27.96,86.92,5.04,231.62,coffee
36,40,18,34.63,34.32,6.72,75.13,mungbean
16,120,138,21.62,72.65,6.16,56.91,grapes
117,39,22,20.13,62.42,6.12,121.77,coffee
37,50,31,29.3,59.99,7.37,74.33,mungbean
39,129,158,18.71,65.53,6.16,124.86,apple
21,155,111,28.43,50.13,7.35,55.63,grapes
10,13,33,31.77,88.18,6.2,163.93,coconut
19,49,23,26.6,25.98,6.84,67.86,mothbeans
69,59,23,19.64,74.74,6.82,89.89,maize
33,30,37,27.29,74.14,5.91,254.01,coconut
30,14,26,30.14,49.18,7.36,56.23,pomegranate
86,18,18,19.14,67.22,5.61,245.01,coffee
70,57,55,31.86,92.92,6.91,200.77,banana
35,59,29,20.8,48.0,6.67,122.56,pigeonpeas
35,55,25,32.01,46.43,7.01,50.37,blackgram
80,36,42,27.27,79.79,5.29,223.42,rice
32,46,18,21.98,25.06,6.94,118.59,pigeonpeas
23,33,59,31.63,42.84,5.88,157.13,mango
10,17,31,28.15,37.55,7.08,65.24,pomegranate
32,100,148,33.32,58.64,5.87,82.58,grapes
16,139,170,22.48,86.06,6.3,212.78,apple
20,54,28,29.46,68.68,7.14,93.17,blackgram
36,17,29,19.86,63.83,5.44,116.36,orange
84,42,31,21.68,68.8,6.37,77.67,maize
100,36,46,28.97,77.52,6.64,172.5,jute
110,50,45,30.13,74.42,7.17,69.43,muskmelon
30,67,27,22.92,44.82,5.7,73.74,kidneybeans
31,111,120,31.21,78.42,5.77,74.88,grapes
25,40,35,20.83,39.23,6.62,110.27,pigeonpeas
81,35,52,28.66,82.77,5.93,232.77,jute
14,31,18,30.01,52.05,5.54,179.86,orange
84,76,59,33.58,78.56,7.04,184.2,banana
55,29,41,24.54,40.09,5.99,148.06,mango
17,112,174,32.05,73.25,6.29,75.22,grapes
18,56,32,19.19,27.72,6.53,74.36,lentil
